Member_number,Date,productId,items,productName,price,Category,Gross_sales,OrderID
4448,2014-10-19,37,3,herbs,6.5,Fresh Food,19.5,12895
2098,2014-10-20,24,3,pastry,3.1,Bakery & Sweets,9.3,4108
4377,2014-05-06,2,1,whole milk,1.8,Dairy,1.8,12642
2403,2014-04-14,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,5226
4055,2014-03-25,1,3,tropical fruit,7.8,Fresh Food,23.4,11352
2222,2014-02-13,40,1,grapes,9.4,Fresh Food,9.4,4545
3396,2014-11-05,23,3,pork,7.2,Fresh Food,21.6,8895
3205,2014-09-05,100,3,chewing gum,0.5,Specialty & Seasonal,1.5,8216
3123,2014-04-16,17,2,bottled water,0.5,Beverages,1.0,7923
2441,2014-06-08,74,1,whipped/sour cream,5.5,Dairy,5.5,5368
2693,2014-02-14,27,3,coffee,8.5,Beverages,25.5,6305
4441,2014-12-12,44,1,newspapers,3.2,Specialty & Seasonal,3.2,12868
2428,2014-12-06,74,2,whipped/sour cream,5.5,Dairy,11.0,5310
3191,2014-05-11,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,8171
4628,2014-05-01,2,1,whole milk,1.8,Dairy,1.8,13560
1493,2014-03-06,127,1,organic sausage,8.6,Fresh Food,8.6,1808
4376,2014-09-24,52,3,dog food,12.6,Pet Care,37.8,12637
3254,2014-12-11,22,2,root vegetables,1.8,Fresh Food,3.6,8398
2493,2014-05-27,2,2,whole milk,1.8,Dairy,3.6,5551
4794,2014-11-11,73,2,oil,3.4,Pantry Staples,6.8,14228
3782,2014-02-20,7,1,citrus fruit,1.5,Fresh Food,1.5,10375
1094,2014-07-24,46,3,pasta,3.1,Pantry Staples,9.3,331
4769,2014-03-31,16,1,butter milk,6.1,Dairy,6.1,14126
4329,2014-01-20,24,1,pastry,3.1,Bakery & Sweets,3.1,12455
3110,2014-05-29,22,1,root vegetables,1.8,Fresh Food,1.8,7862
1758,2014-12-24,72,3,salt,0.7,Pantry Staples,2.0999999999999996,2782
4330,2014-09-24,18,1,yogurt,2.2,Dairy,2.2,12460
4569,2014-12-24,4,2,other vegetables,0.8,Fresh Food,1.6,13344
3141,2014-06-07,20,2,brown bread,0.8,Bakery & Sweets,1.6,7986
2617,2014-06-19,61,2,liquor,8.5,Beverages,17.0,6028
1537,2014-12-08,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,1970
1321,2014-07-11,7,1,citrus fruit,1.5,Fresh Food,1.5,1161
1179,2014-09-11,10,3,chicken,7.2,Fresh Food,21.6,661
4766,2014-09-25,38,1,soda,0.8,Beverages,0.8,14122
1468,2014-02-05,66,2,onions,1.3,Fresh Food,2.6,1702
2519,2014-04-07,22,1,root vegetables,1.8,Fresh Food,1.8,5650
3308,2014-04-09,2,1,whole milk,1.8,Dairy,1.8,8591
1236,2014-06-27,44,1,newspapers,3.2,Specialty & Seasonal,3.2,860
4485,2014-07-28,96,3,hygiene articles,7.5,Household & Hygiene,22.5,13019
2805,2014-08-16,51,1,dessert,1.15,Bakery & Sweets,1.15,6748
4658,2014-07-26,4,1,other vegetables,0.8,Fresh Food,0.8,13681
1350,2014-09-03,2,1,whole milk,1.8,Dairy,1.8,1272
2149,2014-03-21,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,4282
2452,2014-03-08,70,3,margarine,3.5,Pantry Staples,10.5,5417
3030,2014-12-14,45,3,curd,9.8,Dairy,29.400000000000002,7560
1827,2014-11-17,66,1,onions,1.3,Fresh Food,1.3,3059
4925,2014-01-23,74,2,whipped/sour cream,5.5,Dairy,11.0,14699
2853,2014-11-17,1,2,tropical fruit,7.8,Fresh Food,15.6,6917
4182,2014-11-15,8,2,beef,19.5,Fresh Food,39.0,11846
3496,2014-03-26,1,1,tropical fruit,7.8,Fresh Food,7.8,9267
1740,2014-10-30,69,2,domestic eggs,1.25,Fresh Food,2.5,2708
4962,2014-08-18,3,2,pip fruit,3.0,Fresh Food,6.0,14845
1760,2014-07-28,60,2,cream cheese,6.3,Dairy,12.6,2787
3966,2014-04-07,22,1,root vegetables,1.8,Fresh Food,1.8,11064
3317,2014-06-16,51,2,dessert,1.15,Bakery & Sweets,2.3,8630
1825,2014-01-07,119,2,long life bakery product,9.9,Bakery & Sweets,19.8,3052
2204,2014-10-09,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,4486
1209,2014-11-11,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,763
1574,2014-02-28,11,2,butter,3.2,Dairy,6.4,2091
3203,2014-07-22,26,3,berries,10.8,Fresh Food,32.400000000000006,8208
2914,2014-10-11,40,2,grapes,9.4,Fresh Food,18.8,7130
1278,2014-09-06,7,1,citrus fruit,1.5,Fresh Food,1.5,1004
2813,2014-02-17,1,3,tropical fruit,7.8,Fresh Food,23.4,6779
1653,2014-12-27,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2401
2301,2014-04-23,18,3,yogurt,2.2,Dairy,6.6000000000000005,4853
4074,2014-03-11,1,3,tropical fruit,7.8,Fresh Food,23.4,11410
1809,2014-10-27,2,2,whole milk,1.8,Dairy,3.6,2990
3972,2014-05-04,159,2,rice,11.1,Pantry Staples,22.2,11087
3938,2014-04-23,10,3,chicken,7.2,Fresh Food,21.6,10956
4155,2014-07-19,83,2,white bread,0.3,Bakery & Sweets,0.6,11744
4959,2014-12-30,22,3,root vegetables,1.8,Fresh Food,5.4,14837
2518,2014-11-27,108,3,zwieback,12.3,Snacks,36.900000000000006,5646
1529,2014-05-29,4,1,other vegetables,0.8,Fresh Food,0.8,1948
3817,2014-11-02,17,3,bottled water,0.5,Beverages,1.5,10510
1034,2014-04-28,17,2,bottled water,0.5,Beverages,1.0,128
4297,2014-12-24,2,3,whole milk,1.8,Dairy,5.4,12318
4684,2014-11-21,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,13797
2999,2014-08-12,70,2,margarine,3.5,Pantry Staples,7.0,7447
1097,2014-10-12,74,1,whipped/sour cream,5.5,Dairy,5.5,344
4650,2014-12-14,45,1,curd,9.8,Dairy,9.8,13649
4958,2014-04-27,10,3,chicken,7.2,Fresh Food,21.6,14830
2515,2014-09-01,28,1,misc. beverages,1.2,Beverages,1.2,5631
4911,2014-06-28,61,1,liquor,8.5,Beverages,8.5,14653
1722,2014-07-12,2,2,whole milk,1.8,Dairy,3.6,2628
1350,2014-02-19,37,1,herbs,6.5,Fresh Food,6.5,1271
2152,2014-02-03,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,4291
2428,2014-11-01,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,5309
4231,2014-02-04,1,3,tropical fruit,7.8,Fresh Food,23.4,12051
1413,2014-12-03,7,1,citrus fruit,1.5,Fresh Food,1.5,1500
2932,2014-06-22,2,2,whole milk,1.8,Dairy,3.6,7194
3935,2014-04-12,18,3,yogurt,2.2,Dairy,6.6000000000000005,10946
3294,2014-02-26,24,1,pastry,3.1,Bakery & Sweets,3.1,8536
2306,2014-12-13,2,3,whole milk,1.8,Dairy,5.4,4868
4252,2014-04-28,17,3,bottled water,0.5,Beverages,1.5,12127
1325,2014-03-29,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,1175
3657,2014-07-10,29,3,ham,15.2,Fresh Food,45.599999999999994,9885
3592,2014-04-17,58,2,ice cream,1.8,Frozen & Processed Food,3.6,9656
2797,2014-08-08,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,6712
2663,2014-01-20,25,3,canned beer,1.1,Beverages,3.3000000000000003,6191
1998,2014-02-15,28,1,misc. beverages,1.2,Beverages,1.2,3713
4412,2014-07-30,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,12762
2205,2014-10-28,21,1,hamburger meat,12.3,Fresh Food,12.3,4489
4301,2014-12-24,3,3,pip fruit,3.0,Fresh Food,9.0,12332
3021,2014-10-29,4,2,other vegetables,0.8,Fresh Food,1.6,7523
4131,2014-10-08,40,3,grapes,9.4,Fresh Food,28.200000000000003,11650
2400,2014-08-26,83,1,white bread,0.3,Bakery & Sweets,0.3,5215
2394,2014-06-18,11,2,butter,3.2,Dairy,6.4,5190
2019,2014-12-06,1,1,tropical fruit,7.8,Fresh Food,7.8,3797
3969,2014-09-05,2,2,whole milk,1.8,Dairy,3.6,11077
1797,2014-07-26,19,3,sausage,3.1,Fresh Food,9.3,2945
2336,2014-05-31,4,2,other vegetables,0.8,Fresh Food,1.6,4967
2041,2014-04-08,38,3,soda,0.8,Beverages,2.4000000000000004,3875
4624,2014-06-06,38,1,soda,0.8,Beverages,0.8,13546
3221,2014-01-16,38,2,soda,0.8,Beverages,1.6,8273
3327,2014-10-13,8,1,beef,19.5,Fresh Food,19.5,8669
3642,2014-04-15,1,2,tropical fruit,7.8,Fresh Food,15.6,9834
4525,2014-07-21,7,3,citrus fruit,1.5,Fresh Food,4.5,13179
3820,2014-05-10,1,2,tropical fruit,7.8,Fresh Food,15.6,10520
4235,2014-10-18,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,12070
2437,2014-10-09,22,3,root vegetables,1.8,Fresh Food,5.4,5351
3068,2014-05-25,49,3,beverages,1.1,Beverages,3.3000000000000003,7706
2990,2014-04-24,30,3,turkey,12.5,Fresh Food,37.5,7410
2942,2014-08-17,7,2,citrus fruit,1.5,Fresh Food,3.0,7233
2980,2014-01-17,4,1,other vegetables,0.8,Fresh Food,0.8,7378
1169,2014-05-29,48,2,finished products,6.5,Frozen & Processed Food,13.0,619
3663,2014-06-16,2,2,whole milk,1.8,Dairy,3.6,9911
2439,2014-06-06,27,1,coffee,8.5,Beverages,8.5,5357
1289,2014-08-10,37,3,herbs,6.5,Fresh Food,19.5,1055
1489,2014-01-06,92,2,vinegar,1.5,Pantry Staples,3.0,1790
1523,2014-11-09,69,1,domestic eggs,1.25,Fresh Food,1.25,1925
1432,2014-09-18,11,3,butter,3.2,Dairy,9.600000000000001,1578
4569,2014-07-28,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,13343
2737,2014-08-27,22,2,root vegetables,1.8,Fresh Food,3.6,6472
2823,2014-10-17,18,3,yogurt,2.2,Dairy,6.6000000000000005,6813
1507,2014-09-14,2,3,whole milk,1.8,Dairy,5.4,1863
1103,2014-05-25,10,1,chicken,7.2,Fresh Food,7.2,368
4975,2014-01-06,25,1,canned beer,1.1,Beverages,1.1,14887
4311,2014-12-06,65,3,candy,3.6,Bakery & Sweets,10.8,12378
3915,2014-12-05,3,1,pip fruit,3.0,Fresh Food,3.0,10871
2602,2014-02-04,19,3,sausage,3.1,Fresh Food,9.3,5977
4684,2014-02-07,7,2,citrus fruit,1.5,Fresh Food,3.0,13794
3382,2014-09-01,65,1,candy,3.6,Bakery & Sweets,3.6,8849
1706,2014-11-13,22,3,root vegetables,1.8,Fresh Food,5.4,2578
3524,2014-11-30,76,3,sliced cheese,4.2,Dairy,12.600000000000001,9389
1085,2014-04-24,4,1,other vegetables,0.8,Fresh Food,0.8,300
3284,2014-01-04,125,1,instant coffee,4.9,Frozen & Processed Food,4.9,8499
3493,2014-03-26,38,2,soda,0.8,Beverages,1.6,9253
3701,2014-08-25,77,3,dish cleaner,2.5,Household & Hygiene,7.5,10064
1761,2014-07-26,1,2,tropical fruit,7.8,Fresh Food,15.6,2792
4216,2014-01-21,4,2,other vegetables,0.8,Fresh Food,1.6,11981
1885,2014-03-11,4,2,other vegetables,0.8,Fresh Food,1.6,3280
3620,2014-09-14,74,1,whipped/sour cream,5.5,Dairy,5.5,9768
4214,2014-08-31,4,2,other vegetables,0.8,Fresh Food,1.6,11972
2109,2014-03-21,73,1,oil,3.4,Pantry Staples,3.4,4145
1925,2014-06-03,20,1,brown bread,0.8,Bakery & Sweets,0.8,3449
2164,2014-10-27,1,2,tropical fruit,7.8,Fresh Food,15.6,4335
3765,2014-08-11,148,2,skin care,10.3,Personal Care,20.6,10314
1632,2014-05-30,28,3,misc. beverages,1.2,Beverages,3.5999999999999996,2322
1134,2014-12-04,4,2,other vegetables,0.8,Fresh Food,1.6,488
1445,2014-05-02,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,1623
2472,2014-06-15,18,2,yogurt,2.2,Dairy,4.4,5484
2315,2014-02-20,150,2,nut snack,4.9,Snacks,9.8,4901
2141,2014-02-21,18,2,yogurt,2.2,Dairy,4.4,4251
4112,2014-04-22,1,2,tropical fruit,7.8,Fresh Food,15.6,11566
3438,2014-06-02,7,3,citrus fruit,1.5,Fresh Food,4.5,9038
4442,2014-01-05,7,3,citrus fruit,1.5,Fresh Food,4.5,12873
4090,2014-09-16,18,2,yogurt,2.2,Dairy,4.4,11475
2399,2014-08-01,7,2,citrus fruit,1.5,Fresh Food,3.0,5210
4873,2014-03-22,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,14536
2215,2014-09-12,21,1,hamburger meat,12.3,Fresh Food,12.3,4523
3182,2014-09-28,44,1,newspapers,3.2,Specialty & Seasonal,3.2,8134
4814,2014-08-26,40,1,grapes,9.4,Fresh Food,9.4,14304
2132,2014-01-30,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,4217
4804,2014-09-17,36,3,frozen meals,9.7,Frozen & Processed Food,29.099999999999998,14264
1252,2014-08-28,40,1,grapes,9.4,Fresh Food,9.4,919
4058,2014-12-18,79,1,specialty cheese,12.14,Dairy,12.14,11360
3389,2014-12-07,17,2,bottled water,0.5,Beverages,1.0,8872
4645,2014-12-04,83,3,white bread,0.3,Bakery & Sweets,0.8999999999999999,13623
1722,2014-08-28,1,3,tropical fruit,7.8,Fresh Food,23.4,2629
1021,2014-05-30,76,1,sliced cheese,4.2,Dairy,4.2,83
1657,2014-05-12,4,1,other vegetables,0.8,Fresh Food,0.8,2422
2107,2014-01-08,2,3,whole milk,1.8,Dairy,5.4,4136
2183,2014-06-07,4,2,other vegetables,0.8,Fresh Food,1.6,4405
2094,2014-05-07,4,1,other vegetables,0.8,Fresh Food,0.8,4100
1477,2014-11-21,57,3,meat,8.5,Fresh Food,25.5,1738
4211,2014-09-16,1,3,tropical fruit,7.8,Fresh Food,23.4,11962
4046,2014-11-26,7,2,citrus fruit,1.5,Fresh Food,3.0,11331
4836,2014-05-28,14,2,chocolate,11.5,Bakery & Sweets,23.0,14396
3773,2014-03-17,24,1,pastry,3.1,Bakery & Sweets,3.1,10340
1774,2014-11-26,18,1,yogurt,2.2,Dairy,2.2,2846
2158,2014-06-23,6,1,pot plants,3.5,Household & Hygiene,3.5,4315
2154,2014-05-31,96,3,hygiene articles,7.5,Household & Hygiene,22.5,4298
1991,2014-05-13,38,1,soda,0.8,Beverages,0.8,3679
3502,2014-09-09,38,3,soda,0.8,Beverages,2.4000000000000004,9299
3465,2014-02-19,101,1,canned fish,2.1,Frozen & Processed Food,2.1,9133
1235,2014-06-25,4,2,other vegetables,0.8,Fresh Food,1.6,854
2978,2014-08-27,46,2,pasta,3.1,Pantry Staples,6.2,7369
1809,2014-01-02,22,3,root vegetables,1.8,Fresh Food,5.4,2989
3359,2014-07-25,56,2,white wine,14.2,Beverages,28.4,8778
4877,2014-08-27,22,3,root vegetables,1.8,Fresh Food,5.4,14553
3956,2014-05-20,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,11015
3716,2014-05-13,23,2,pork,7.2,Fresh Food,14.4,10109
2408,2014-11-10,7,3,citrus fruit,1.5,Fresh Food,4.5,5247
3549,2014-06-10,25,2,canned beer,1.1,Beverages,2.2,9483
1863,2014-11-24,64,1,UHT-milk,2.1,Dairy,2.1,3193
4956,2014-03-04,32,1,red/blush wine,12.2,Beverages,12.2,14823
2771,2014-06-25,27,2,coffee,8.5,Beverages,17.0,6611
2507,2014-05-15,20,2,brown bread,0.8,Bakery & Sweets,1.6,5593
2193,2014-11-26,22,2,root vegetables,1.8,Fresh Food,3.6,4446
1504,2014-12-29,1,2,tropical fruit,7.8,Fresh Food,15.6,1854
1393,2014-06-25,14,1,chocolate,11.5,Bakery & Sweets,11.5,1432
3852,2014-08-31,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,10641
1911,2014-03-10,1,3,tropical fruit,7.8,Fresh Food,23.4,3392
1627,2014-08-11,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2304
3387,2014-05-09,45,3,curd,9.8,Dairy,29.400000000000002,8867
1931,2014-12-08,2,1,whole milk,1.8,Dairy,1.8,3474
4316,2014-02-28,2,3,whole milk,1.8,Dairy,5.4,12398
3872,2014-04-04,18,2,yogurt,2.2,Dairy,4.4,10711
1492,2014-05-02,2,2,whole milk,1.8,Dairy,3.6,1802
2898,2014-07-23,18,2,yogurt,2.2,Dairy,4.4,7070
3832,2014-01-12,2,1,whole milk,1.8,Dairy,1.8,10561
3887,2014-09-24,23,1,pork,7.2,Fresh Food,7.2,10762
1823,2014-04-16,2,3,whole milk,1.8,Dairy,5.4,3045
1418,2014-12-02,154,3,cake bar,2.4,Bakery & Sweets,7.199999999999999,1518
3931,2014-10-09,1,3,tropical fruit,7.8,Fresh Food,23.4,10936
2059,2014-03-15,19,1,sausage,3.1,Fresh Food,3.1,3956
1004,2014-02-04,3,3,pip fruit,3.0,Fresh Food,9.0,19
1507,2014-04-04,21,2,hamburger meat,12.3,Fresh Food,24.6,1860
3185,2014-03-04,23,3,pork,7.2,Fresh Food,21.6,8149
3369,2014-07-18,22,2,root vegetables,1.8,Fresh Food,3.6,8816
3407,2014-09-01,17,1,bottled water,0.5,Beverages,0.5,8935
1610,2014-12-23,50,2,bottled beer,1.8,Beverages,3.6,2229
2291,2014-03-26,57,2,meat,8.5,Fresh Food,17.0,4809
4868,2014-04-04,6,2,pot plants,3.5,Household & Hygiene,7.0,14519
1051,2014-09-17,23,1,pork,7.2,Fresh Food,7.2,183
1785,2014-02-23,4,1,other vegetables,0.8,Fresh Food,0.8,2891
4097,2014-10-03,8,1,beef,19.5,Fresh Food,19.5,11503
1207,2014-12-09,2,1,whole milk,1.8,Dairy,1.8,753
4002,2014-01-13,142,3,seasonal products,5.4,Specialty & Seasonal,16.200000000000003,11175
4266,2014-09-02,15,1,specialty bar,5.2,Bakery & Sweets,5.2,12183
2873,2014-01-28,38,2,soda,0.8,Beverages,1.6,6995
4220,2014-05-05,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,12004
1218,2014-05-28,57,3,meat,8.5,Fresh Food,25.5,790
4956,2014-07-05,129,3,mayonnaise,1.8,Specialty & Seasonal,5.4,14824
2688,2014-01-23,76,3,sliced cheese,4.2,Dairy,12.600000000000001,6281
1082,2014-05-13,8,2,beef,19.5,Fresh Food,39.0,295
3844,2014-11-13,6,1,pot plants,3.5,Household & Hygiene,3.5,10607
4314,2014-10-05,19,1,sausage,3.1,Fresh Food,3.1,12391
4404,2014-03-13,4,1,other vegetables,0.8,Fresh Food,0.8,12732
4388,2014-02-18,1,2,tropical fruit,7.8,Fresh Food,15.6,12674
2547,2014-03-09,3,2,pip fruit,3.0,Fresh Food,6.0,5755
2157,2014-06-02,40,3,grapes,9.4,Fresh Food,28.200000000000003,4311
1118,2014-11-07,3,3,pip fruit,3.0,Fresh Food,9.0,431
3941,2014-11-10,26,1,berries,10.8,Fresh Food,10.8,10967
1799,2014-12-16,1,2,tropical fruit,7.8,Fresh Food,15.6,2957
2869,2014-08-02,17,2,bottled water,0.5,Beverages,1.0,6979
3161,2014-10-09,2,1,whole milk,1.8,Dairy,1.8,8053
3008,2014-04-15,22,1,root vegetables,1.8,Fresh Food,1.8,7473
1619,2014-07-20,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,2270
1970,2014-06-05,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,3625
2860,2014-01-11,1,3,tropical fruit,7.8,Fresh Food,23.4,6941
3456,2014-12-24,152,1,softener,11.8,Household & Hygiene,11.8,9096
4394,2014-07-18,23,1,pork,7.2,Fresh Food,7.2,12702
1027,2014-05-14,152,3,softener,11.8,Household & Hygiene,35.400000000000006,104
3466,2014-05-31,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,9141
2810,2014-02-08,22,2,root vegetables,1.8,Fresh Food,3.6,6765
1023,2014-12-30,19,2,sausage,3.1,Fresh Food,6.2,92
3045,2014-01-29,130,3,dental care,11.45,Personal Care,34.349999999999994,7617
4200,2014-06-23,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,11923
4280,2014-09-06,69,2,domestic eggs,1.25,Fresh Food,2.5,12242
4257,2014-02-03,64,3,UHT-milk,2.1,Dairy,6.300000000000001,12141
3720,2014-03-22,7,2,citrus fruit,1.5,Fresh Food,3.0,10129
3927,2014-09-26,74,2,whipped/sour cream,5.5,Dairy,11.0,10922
1269,2014-10-07,32,2,red/blush wine,12.2,Beverages,24.4,971
2907,2014-12-19,29,1,ham,15.2,Fresh Food,15.2,7106
3784,2014-04-30,22,1,root vegetables,1.8,Fresh Food,1.8,10389
4770,2014-05-15,22,3,root vegetables,1.8,Fresh Food,5.4,14133
3287,2014-05-13,22,2,root vegetables,1.8,Fresh Food,3.6,8511
4003,2014-11-14,107,1,liver loaf,8.5,Fresh Food,8.5,11181
1723,2014-07-21,7,3,citrus fruit,1.5,Fresh Food,4.5,2634
3832,2014-03-23,1,3,tropical fruit,7.8,Fresh Food,23.4,10562
3758,2014-01-02,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,10274
3881,2014-06-04,49,3,beverages,1.1,Beverages,3.3000000000000003,10744
3596,2014-01-21,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,9680
4765,2014-01-08,8,2,beef,19.5,Fresh Food,39.0,14118
4304,2014-07-18,71,3,shopping bags,5.12,Household & Hygiene,15.36,12352
2065,2014-11-28,115,2,waffles,2.5,Bakery & Sweets,5.0,3981
1935,2014-04-24,4,1,other vegetables,0.8,Fresh Food,0.8,3492
1764,2014-09-20,18,3,yogurt,2.2,Dairy,6.6000000000000005,2804
3565,2014-04-15,14,1,chocolate,11.5,Bakery & Sweets,11.5,9548
3559,2014-07-17,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,9520
2499,2014-07-20,74,2,whipped/sour cream,5.5,Dairy,11.0,5566
1474,2014-08-13,57,1,meat,8.5,Fresh Food,8.5,1723
2289,2014-02-05,26,3,berries,10.8,Fresh Food,32.400000000000006,4798
1522,2014-01-07,2,3,whole milk,1.8,Dairy,5.4,1917
1887,2014-07-08,23,1,pork,7.2,Fresh Food,7.2,3289
3109,2014-03-25,4,1,other vegetables,0.8,Fresh Food,0.8,7858
3998,2014-09-10,22,1,root vegetables,1.8,Fresh Food,1.8,11163
3181,2014-05-08,3,3,pip fruit,3.0,Fresh Food,9.0,8128
1813,2014-12-01,57,3,meat,8.5,Fresh Food,25.5,3003
3171,2014-10-17,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,8090
4944,2014-01-20,127,1,organic sausage,8.6,Fresh Food,8.6,14778
4710,2014-02-17,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,13906
2104,2014-07-02,24,2,pastry,3.1,Bakery & Sweets,6.2,4125
1743,2014-12-01,22,1,root vegetables,1.8,Fresh Food,1.8,2721
2949,2014-06-01,23,3,pork,7.2,Fresh Food,21.6,7262
4416,2014-10-02,4,1,other vegetables,0.8,Fresh Food,0.8,12780
2000,2014-07-04,77,2,dish cleaner,2.5,Household & Hygiene,5.0,3724
4114,2014-03-27,22,2,root vegetables,1.8,Fresh Food,3.6,11577
1435,2014-02-06,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,1584
3841,2014-07-29,92,1,vinegar,1.5,Pantry Staples,1.5,10590
3323,2014-03-06,26,2,berries,10.8,Fresh Food,21.6,8652
1184,2014-06-24,8,1,beef,19.5,Fresh Food,19.5,676
3378,2014-03-13,101,2,canned fish,2.1,Frozen & Processed Food,4.2,8835
1561,2014-10-17,136,2,dishes,6.8,Specialty & Seasonal,13.6,2039
2817,2014-09-25,78,3,baking powder,1.8,Pantry Staples,5.4,6804
4272,2014-11-25,114,1,napkins,21.8,Household & Hygiene,21.8,12212
4376,2014-05-25,12,1,fruit/vegetable juice,2.1,Beverages,2.1,12634
3867,2014-07-24,24,3,pastry,3.1,Bakery & Sweets,9.3,10698
1702,2014-01-12,18,2,yogurt,2.2,Dairy,4.4,2565
2381,2014-04-27,3,1,pip fruit,3.0,Fresh Food,3.0,5142
1948,2014-09-23,2,3,whole milk,1.8,Dairy,5.4,3544
2868,2014-04-22,38,3,soda,0.8,Beverages,2.4000000000000004,6973
4531,2014-05-12,49,1,beverages,1.1,Beverages,1.1,13206
1370,2014-09-09,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,1345
1102,2014-09-30,18,2,yogurt,2.2,Dairy,4.4,366
2473,2014-11-09,2,3,whole milk,1.8,Dairy,5.4,5487
2266,2014-08-30,4,2,other vegetables,0.8,Fresh Food,1.6,4715
1655,2014-11-04,3,2,pip fruit,3.0,Fresh Food,6.0,2414
2649,2014-08-02,17,1,bottled water,0.5,Beverages,0.5,6143
1740,2014-02-21,22,3,root vegetables,1.8,Fresh Food,5.4,2703
4617,2014-11-18,18,2,yogurt,2.2,Dairy,4.4,13521
2921,2014-03-04,59,2,hard cheese,4.5,Dairy,9.0,7156
2533,2014-12-23,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,5703
3168,2014-03-26,20,2,brown bread,0.8,Bakery & Sweets,1.6,8081
2993,2014-10-23,66,3,onions,1.3,Fresh Food,3.9000000000000004,7427
4292,2014-04-06,33,1,frozen potato products,3.0,Frozen & Processed Food,3.0,12286
1674,2014-06-30,10,2,chicken,7.2,Fresh Food,14.4,2472
2092,2014-04-01,80,2,salty snack,0.5,Snacks,1.0,4087
1062,2014-11-07,29,3,ham,15.2,Fresh Food,45.599999999999994,229
1015,2014-06-28,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,63
4149,2014-02-11,1,3,tropical fruit,7.8,Fresh Food,23.4,11718
3476,2014-02-05,36,3,frozen meals,9.7,Frozen & Processed Food,29.099999999999998,9182
4786,2014-07-13,14,2,chocolate,11.5,Bakery & Sweets,23.0,14197
2054,2014-08-06,83,1,white bread,0.3,Bakery & Sweets,0.3,3933
2518,2014-12-06,73,1,oil,3.4,Pantry Staples,3.4,5647
4771,2014-12-26,4,1,other vegetables,0.8,Fresh Food,0.8,14136
4666,2014-09-27,18,1,yogurt,2.2,Dairy,2.2,13713
4513,2014-01-30,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,13140
1225,2014-11-29,16,2,butter milk,6.1,Dairy,12.2,815
3496,2014-08-11,28,2,misc. beverages,1.2,Beverages,2.4,9268
1720,2014-09-13,37,2,herbs,6.5,Fresh Food,13.0,2624
4091,2014-03-31,13,3,packaged fruit/vegetables,3.5,Fresh Food,10.5,11477
3477,2014-07-17,1,2,tropical fruit,7.8,Fresh Food,15.6,9188
3227,2014-08-20,50,3,bottled beer,1.8,Beverages,5.4,8304
2123,2014-06-06,60,2,cream cheese,6.3,Dairy,12.6,4190
4837,2014-12-17,2,1,whole milk,1.8,Dairy,1.8,14402
4316,2014-08-31,57,3,meat,8.5,Fresh Food,25.5,12402
3263,2014-06-30,14,2,chocolate,11.5,Bakery & Sweets,23.0,8431
3421,2014-06-13,82,1,pet care,5.8,Pet Care,5.8,8984
4819,2014-04-23,135,1,meat spreads,7.8,Fresh Food,7.8,14318
1294,2014-10-07,115,1,waffles,2.5,Bakery & Sweets,2.5,1073
1309,2014-05-06,24,3,pastry,3.1,Bakery & Sweets,9.3,1126
2589,2014-06-07,2,3,whole milk,1.8,Dairy,5.4,5920
1234,2014-04-14,18,2,yogurt,2.2,Dairy,4.4,849
2685,2014-04-12,11,1,butter,3.2,Dairy,3.2,6271
1395,2014-11-24,19,2,sausage,3.1,Fresh Food,6.2,1438
